" ";"GDP251";"GDP252";"GDP253";"GDP254";"GDP255";"GDP256";"GDP257";"GDP258";"GDP259";"GDP260";"GDP261";"GDP263";"GDP264";"GDP265";"GDP266";"GDP267";"LBOUT";"LBPUR7";"LBMNU";"LBLCPU";"GDP272A";"GDP273A";"GDP274A";"GDP274_1";"GDP274_2";"GDP274_3";"GDP275A";"GDP275_1";"GDP275_2";"GDP275_3";"GDP275_4";"GDP276A";"GDP276_1";"GDP276_2";"GDP276_3";"GDP276_4";"GDP276_5";"GDP276_6";"GDP276_7";"GDP276_8";"GDP277A";"GDP278A";"GDP279A";"GDP280A";"GDP281A";"GDP282A";"GDP284A";"GDP285A";"GDP286A";"GDP287A";"GDP288A";"IPS10";"IPS11";"IPS299";"IPS12";"IPS13";"IPS18";"IPS25";"IPS32";"IPS34";"IPS38";"IPS43";"IPS306";"PMP";"UTL11";"CES275R";"CES277R";"CES278.R";"CES002";"CES003";"CES006";"CES011";"CES015";"CES017";"CES033";"CES046";"CES048";"CES049";"CES053";"CES088";"CES140";"LHEL";"LHELX";"LHEM";"LHNAG";"LHUR";"LHU680";"LHU5";"LHU14";"LHU15";"LHU26";"LHU27";"CES151";"CES155";"HSBR";"HSFR";"HSNE";"HSMW";"HSSOU";"HSWST";"FYFF";"FYGM3";"FYGM6";"FYGT1";"FYGT5";"FYGT10";"FYAAAC";"FYBAAC";"Sfygm6";"Sfygt1";"Sfygt10";"sFYAAAC";"sFYBAAC";"FM1";"MZMSL";"FM2";"FMFBA";"FMRRA";"BUSLOANS";"CCINRV";"CPIAUCSL";"CPILFESL";"PCEPILFE";"PSCCOMR";"PW561R";"PMCP";"EXRUS";"EXRSW";"EXRJAN";"EXRUK";"EXRCAN";"FSPCOM";"FSPIN";"FSDXP";"FSPXE";"FSDJ";"HHSNTN";"PMI";"PMNO";"PMDEL";"PMNV";"MOCMQ";"MSONDQ"
"GDP251";0;0.96968476530881;0.550694232144898;0.900879355374606;0.827118028708138;0.999991212269736;0.996730508932246;0.99984156597997;0.996515988571443;0.999431960142519;0.853215530438689;0.996068917434827;0.999998679332527;0.510769749423816;0.241017990035383;0.800205042564938;0.966155187925058;0.598610705466841;0.9996693673486;0.999999753703842;0.995375691749195;0.98690727518224;0.98789392824411;0.976612992178728;0.994423685045861;0.966397798363809;0.976408825462075;0.989257270189263;0.998831963642875;0.987147169988516;0.996990920758967;0.988453561906853;0.945602158837639;0.998297837873688;0.99983675431923;0.804922755457731;0.997518750742547;0.822010079657491;0.980005026493408;0.966037299622974;0.996792973496145;0.989934724005963;0.998788573898695;0.997368672554297;0.981501507366543;0.974492037892459;0.99129551207805;0.985127657716257;0.999316085505914;0.999813182241453;0.997203999201278;0.997422142832348;0.99943328958271;0.999472100121239;0.0790898109530845;0.567604111840428;0.232261444399006;0.998135890097517;0.993299711693339;0.999677219626234;0.745049060107191;0.998090623993503;0.242411926659561;0.716297912335796;0.965268016811382;0.516391550401633;0.722610007333886;0.661494995958321;0.999886478852571;0.996091828148072;0.974235322631303;0.998108763654159;0.986482473553536;0.993000538156629;0.942524844473438;0.88332556778241;0.998114028480618;0.999170137666525;0.96745764385559;0.916614750195904;0.655749816612748;0.989703387326813;0.621493274855796;0.999379368479078;0.998594114604191;0.998767788045751;0.999999969421114;0.999862887891514;0.967148650791553;0.999999361746003;0.999999184908316;0.999999992128837;0.999448852358119;0.604522463876087;0.931227702156826;0.735160589166631;0.97768197880176;0.438571751570819;0.955618883364854;0.802538264866755;0.973455613314006;0.995605513147074;0.996018777490275;0.99435650666025;0.976674710088034;0.97841507825621;0.983720925812424;0.993334790445403;0.309995726501867;0.919259636763303;0.969478227735472;0.805033066394416;0.999468800438367;0.0989532257447618;0.897641184914467;0.167588685319288;0.806532243939504;0.217041547734101;0.817279316714776;0.999415405396391;0.998351694756109;0.989711547303336;0.991019475990566;0.832697417409282;0.999090575664236;0.834445042724922;0.390481868234511;0.970750834822067;0.915070572754039;0.873671714061028;0.418569579493741;0.951203778752778;0.964478815191964;0.989331766039609;0.998109271368506;0.881399434145654;0.999226475702104;0.332291629627685;0.393907866038541;0.407129317970049;0.969294440304518;0.849576351433458;0.997968313507212
"GDP252";0.999999031758754;0;0.999996332257416;0.982617818131623;0.811227691542292;0.999999995210817;0.999742776268216;0.999493722491308;0.972733981811492;0.999982125536463;0.937732013844023;0.982890812254038;0.999999999985244;0.539751255667075;0.355805029868616;0.470564451293636;0.88069869431498;0.716517075587803;0.999986036108919;0.996678659848712;0.999670457684669;0.997354600534236;0.998958202801182;0.9990860683882;0.996256800194546;0.958288611545816;0.99905117288084;0.948615576131918;0.999512062112601;0.999827259696836;0.99994428333155;0.999154917515998;0.965302874789292;0.999998428014775;0.999999851918112;0.945264318173224;0.998306138270532;0.954079648131947;0.999732512734299;0.976734872080537;0.988766457691156;0.977748628555035;0.991685482855118;0.981590069867895;0.97787352879049;0.982435518596732;0.994290239231929;0.985968552400563;0.99999939061225;0.999999690088656;0.999938679720431;0.999728783041388;0.999956735447465;0.99994265335506;0.99734459223663;0.999635920010095;0.933560510460642;0.999945425546053;0.999573063019408;0.999982092935428;0.997424989815431;0.999968679929087;0.610853320504704;0.996108943245589;0.995922264941366;0.314458718374407;0.727801430811512;0.156188305087265;0.999999689973179;0.999439040645651;0.989795079286194;0.999662399891304;0.998782107666429;0.99619429866449;0.99780664182636;0.999999967097087;0.999999872369359;0.999999778792591;0.999999989010172;0.987876482995638;0.637784603803622;0.971454614482874;0.361023756990177;0.999998976451944;0.99999889690773;0.998323747677943;0.999690236684009;0.989243504640814;0.999972470328757;0.999993214058725;0.999999169134259;0.999812259542502;0.999979096212964;0.993366189252543;0.904854675947836;0.375620108396637;0.976135255111334;0.506984743625966;0.912862778818683;0.2206329183518;0.988927088037752;0.954358536974662;0.958155111029058;0.959555707991439;0.986012770649346;0.987227255591093;0.995531917710375;0.999667328621377;0.444219197400227;0.933175494711346;0.455468583029543;0.741661866720001;0.968388664219731;0.592939339144488;0.427243118729671;0.586507135546232;0.924261518674717;0.227261262646758;0.71562281892715;0.999656530056224;0.99434993850938;0.983748502045587;0.999839478055774;0.711039438713968;0.999998084570661;0.999870267317906;0.041365943582872;0.813578992046415;0.988767749102332;0.979933185561167;0.528434258601257;0.940450953395525;0.956274619286677;0.982013629455575;0.995393738800022;0.905514115151683;0.857186051256104;0.928063443463746;0.346803301090492;0.934015447408671;0.970206834101364;0.995610625630969;0.948156011668872
"GDP253";0.95521155044748;0.999820630761548;0;0.452773676523113;0.968570973569872;0.999999964312446;0.994261937037771;0.995932576897866;0.98838424275526;0.997306868742608;0.827812121578191;0.998807651908378;0.999999999693967;0.547719312520866;0.315613578347733;0.281457971510624;0.944298258816477;0.853131450480016;0.999146344641098;0.996916348204136;0.999997253790736;0.999999510071514;0.999350816838467;0.99865666000213;0.998612968215882;0.985333226201694;0.999998665750444;0.999192459555121;0.997513426658147;0.999993361978186;0.999498402250697;0.99999607304626;0.985526352241428;0.999991658536789;0.999999884066769;0.532466706290986;0.999125445227609;0.968346651886681;0.999925666835265;0.994639958920158;0.995593937030456;0.995832637315747;0.998190414020873;0.98514362373278;0.990452711031219;0.998864956872182;0.999859478283737;0.996334896890265;0.99999839887563;0.999992286401223;0.999998225108035;0.997994135820034;0.995515063879129;0.995358450421334;0.913055633700111;0.982066439603894;0.921703342563233;0.999287487573892;0.997855297833836;0.999852404747671;0.982832794932586;0.999877003326861;0.820870901695524;0.923510889599266;0.873156446784196;0.610270842365261;0.854731308294734;0.535219186082839;0.997396327718968;0.99678089698127;0.998304539670231;0.99954141213593;0.982056600772843;0.939821887188596;0.975318020609562;0.999812600696414;0.999990822431551;0.999965346709028;0.999999478138363;0.791342019869377;0.988615901060786;0.989663784361132;0.125404501572001;0.999998781193446;0.99999928286516;0.932180107203847;0.99995137664983;0.958607470076919;0.995095790482607;0.99990444217596;0.999919302865042;0.99998208203519;0.999460843191627;0.509798615369168;0.951516990164262;0.574150867648526;0.966548433162496;0.448473698859168;0.955007825782954;0.51948463605942;0.992884315160961;0.992527381901929;0.998041510028123;0.997444961822782;0.993974747350987;0.951325656044293;0.960534942678819;0.999123140342538;0.618953858626586;0.863526459801414;0.44624336101372;0.463302981016574;0.953214726379256;0.268012553853689;0.972024450948356;0.581752236546884;0.871298048758009;0.0771622015099473;0.836281879145135;0.999854791400859;0.999209545844554;0.994514519239732;0.99999103210829;0.600529100683435;0.999996196050266;0.992659620413441;0.0729585893095999;0.987687117194528;0.994239065508949;0.794002625652161;0.69924972896834;0.859503637277833;0.899136622341462;0.998845164133248;0.999202283911166;0.813793416827322;0.994010852609521;0.418657889068833;0.335036908899908;0.352128042074722;0.935893283426102;0.971742272913011;0.994877744994451
"GDP254";0.999705351603559;0.288140946806825;0.987761379245407;0;0.265873143745015;0.999999590617863;0.999510344784099;0.998738233716088;0.9601460426657;0.999298633529259;0.873295809536515;0.966831844157228;0.999999971276216;0.373457750154879;0.121003011806341;0.445324607655855;0.875433990023614;0.975270682401584;0.999873849619891;0.983880450204101;0.98327900175506;0.981924477709088;0.970909566825959;0.98649782441546;0.983405907485312;0.939335955789504;0.990194367839652;0.9275898784053;0.999829102171752;0.929755163300812;0.999296717471247;0.996400388592781;0.921301607527833;0.995934774965989;0.998394220371039;0.915609558437754;0.976334675908787;0.716106619245166;0.973800558031187;0.971263231959628;0.986511893511061;0.976356075294702;0.993836963781079;0.981850707790767;0.994785328969115;0.975960998169603;0.9793560127487;0.973857344641307;0.99984203517296;0.999954304412478;0.998685432405905;0.99988377060963;0.999976424746942;0.999951324075767;0.995719050566724;0.998271269389357;0.958154743234449;0.999668607845102;0.999449061514729;0.999847747819518;0.999859786903879;0.999977561403257;0.380350988688057;0.995273949332555;0.997451245518531;0.144194647540078;0.554705137689297;0.681026675556588;0.999998123569909;0.999791530381481;0.972586701395925;0.999888485748855;0.999565347437213;0.999038743212961;0.993846742532543;0.998867395932915;0.999941556707327;0.999901697766855;0.999877122197826;0.986365100053614;0.456894388667809;0.975252752037923;0.848977456654838;0.998990841502958;0.998383706304784;0.998390052688405;0.950929040105477;0.987132973055681;0.999318215671633;0.997819098853123;0.998773261515424;0.989966335100122;0.995030154786443;0.992176755643918;0.634503086487011;0.889609835087961;0.883933218459411;0.599703047459176;0.978985607983385;0.155695631831714;0.978660936376579;0.979512753074248;0.978682343745263;0.977277791509512;0.983712614437434;0.976970933087352;0.975522477662429;0.998493581081161;0.257084418246437;0.960510883762775;0.387046801243886;0.796116481284399;0.991382898621058;0.658773526743324;0.0342809112659982;0.34260392588466;0.893259522833292;0.407348890637587;0.730414874029267;0.900800246383451;0.990566018631073;0.954653104469978;0.99438025073105;0.812080130433061;0.996715311387692;0.999781812868929;0.581519178982009;0.92508071041713;0.9744233342541;0.993435393462548;0.346690630844453;0.95249896402763;0.967583688569252;0.981449370740021;0.991298156138295;0.909600884520317;0.992288185171237;0.994581799294906;0.978567971783205;0.993430817296795;0.909502627780147;0.999441614960609;0.995031632967195
"GDP255";0.999999988021111;0.999997557472164;0.999999998531367;0.999716121253913;0;0.999999901656842;0.999993515924192;0.999783941089569;0.947493177896802;0.999997648424981;0.997259383684296;0.998301176922703;0.999995245813123;0.678286293199327;0.0615859408104735;0.976041690852673;0.999825695413266;0.777348539454186;0.99993875092609;0.999999176179421;0.999961210064689;0.985579845656601;0.998174277639248;0.998545940844862;0.99385914390794;0.966831790755577;0.983017619250914;0.979643595503216;0.999534056044511;0.981947140399183;0.999969115992731;0.999446544310741;0.973974281953648;0.999996274218383;0.999997189242426;0.992699717216926;0.989532646680253;0.977798123093296;0.99855976555295;0.969295172736482;0.998185517109268;0.993970076069376;0.999561659349753;0.998908913085687;0.987759584694376;0.929383718011128;0.990423600609028;0.998608006710626;0.999999491948024;0.999999990776652;0.999908728555815;0.999994513095039;0.999941150924687;0.999847022093727;0.983378020149736;0.999124041829181;0.67528238857637;0.9999591247815;0.999998076237133;0.999986291379152;0.999619744881707;0.999975738776359;0.955593550366096;0.99983975024999;0.996836250224361;0.202764465905243;0.697208150466027;0.289631530756083;0.999988594189485;0.999468559645687;0.999322255572953;0.999286334360451;0.993336981265926;0.996126284718396;0.985615080404933;0.999999990299376;0.999998808582429;0.999999416877629;0.999999825732561;0.999999116973164;0.556829666404194;0.999603520162688;0.499747996167934;0.999971410100866;0.999979421179018;0.999944215829466;0.973931783856693;0.999537182373303;0.999952867763119;0.999867043093584;0.999995284466097;0.999985981466825;0.994079101998129;0.99911783064354;0.213520375509709;0.139746455447369;0.970409889393684;0.956621714255072;0.770110912402063;0.044867100549282;0.998520857408677;0.999823033647328;0.999958039896141;0.999974166209322;0.999873628552547;0.999213692736858;0.999458406116816;0.999526278958008;0.525089671972614;0.91482633161055;0.933363309093066;0.991762203963185;0.999999169705432;0.983602265679024;0.438396801870917;0.496319947365686;0.96232515034498;0.75450958980874;0.999670721454187;0.999645655252925;0.999985469774759;0.998357389824272;0.999785556478457;0.961134037779895;0.999790486744115;0.992222891661271;0.443824139992744;0.82564253076048;0.999191950526857;0.964611723427112;0.888274218758349;0.961201441771424;0.971400744157589;0.983681461996182;0.995486365279999;0.968921477439577;0.70974657741703;0.998368803991096;0.998033588855869;0.938678872055526;0.982805593666684;0.999867386841559;0.999741192554225
"GDP256";0.998304501143673;0.997642703391622;0.999798011116468;0.917332166989812;0.97128019306789;0;0.81093113515447;0.995664882059473;0.999779487350068;0.910675626832921;0.988169512012694;0.999964543886156;0.99906621483221;0.659115334661633;0.413291768995868;0.0647031832032783;0.999920037818585;0.996441951064498;0.264952998614479;0.999999952713267;0.999970335798128;0.999998181610826;0.99154436887038;0.942577896148455;0.99895008851646;0.996103765599786;0.999999930687964;0.998378880954746;0.949992921395419;0.999507286236263;0.999812781368086;0.999915714018136;0.935553299394786;0.985796143173601;0.998289147230237;0.422690513724782;0.999290470366854;0.873933886753719;0.999625944291533;0.999592619180947;0.999949351999398;0.999920040450372;0.999983739995497;0.999668273848527;0.999893157120306;0.998759837648079;0.997382006379306;0.999216202040887;0.999954313482964;0.999782570919836;0.999996595150615;0.878073480917859;0.939291649472138;0.691434132689976;0.99805330019461;0.819176684940527;0.875220520449657;0.793262692700808;0.437620576194561;0.479200987129292;0.904720510981769;0.934297322372954;0.534947306652049;0.960497294233538;0.709578255534713;0.984013734421563;0.510890605846263;0.9910634332994;0.964723522354725;0.976275666832658;0.997087493111873;0.98956307665022;0.873588502746195;0.74511217843603;0.536001807109493;0.942994661833156;0.713422094288095;0.432128870954812;0.937296320258668;0.679873434077845;0.613036314980946;0.945924268522281;0.49571676264525;0.703419981416044;0.680787493612122;0.989209700148464;0.999999951938588;0.999890698418941;0.992075738495247;0.999652215626184;0.99992464242069;0.999999950167838;0.927438623378671;0.134449690282235;0.72400458600097;0.601375440251198;0.959746172539309;0.510689338417522;0.820944349570697;0.846155903167199;0.995253734113028;0.998937417692589;0.998324408678289;0.998662153267284;0.991058370747837;0.983752276117929;0.987398869484333;0.995943559599056;0.389653762061793;0.818678060898094;0.757750651280028;0.296461148322206;0.984563515197012;0.35134935420655;0.999700204230521;0.920208744621597;0.914545417149164;0.483859018045736;0.993456255214506;0.998144117186906;0.999735893393125;0.993289965886549;0.999894042602958;0.734210160914578;0.999980676574382;0.401140294048622;0.405068391606045;0.987301983819843;0.794059927753143;0.146239328398402;0.648452356260565;0.767007599655975;0.831204973817115;0.996525083250135;0.999853386712279;0.507661196986621;0.999997227738327;0.7784596374659;0.890481147666973;0.167210829474234;0.923644221071406;0.76511833736554;0.985575433109678
"GDP257";0.99999293179025;0.999481821781092;0.970953459882629;0.917584145776621;0.999801956325609;1;0;0.999911150681898;0.998742459559356;0.999390609641071;0.99859138944009;0.999994946884284;0.99999977115987;0.379232989787614;0.151976547041693;0.207399020111991;0.998721095356848;0.946763819118067;0.998716734886631;0.999997450995528;0.999892091247625;0.999833409275181;0.994951608184218;0.959595169919028;0.999537685114324;0.996189168626732;0.999742666517042;0.997797898222889;0.960783681813528;0.998585981648799;0.999690550395373;0.999640238574035;0.994311791951524;0.999503537637171;0.999959590322233;0.892656651770378;0.997931025358307;0.965294287590806;0.997931048626929;0.999055572990583;0.999745454290486;0.999643527033257;0.999939298603924;0.999710765487339;0.999647201362064;0.998603287608826;0.999129046933468;0.998359103249905;0.999982133289346;0.999969113166904;0.999982673331444;0.999398993455091;0.988803779400446;0.995815305272485;0.977697244397031;0.935695197870481;0.91511326735844;0.999916390703037;0.99996114562625;0.999996645174486;0.829567157482648;0.998722386288166;0.963202284529918;0.920783975098203;0.997925451019837;0.858817765718943;0.73016241060346;0.973559106449742;0.998285791799458;0.998490797794928;0.961863537437829;0.999950937289803;0.996820575108179;0.99887889049836;0.900722237988417;0.999572874748413;0.999513755894426;0.999883423428843;0.999848289345292;0.867373425937231;0.939895795190675;0.899510523209276;0.280412411459258;0.999904854284645;0.999908041893357;0.998312817584489;0.999998298104037;0.977432393456924;0.999428429474195;0.99999925763854;0.999999316579923;0.999999957555182;0.999055345180353;0.956464391461336;0.999938530679652;0.977733269034229;0.962808764365287;0.789705940484294;0.984148168426466;0.905003793793161;0.999876386093599;0.999063492935539;0.998926459326345;0.998406279735119;0.995294019658418;0.994705182601194;0.996514818526491;0.999739914180185;0.647061431086395;0.939505289677945;0.986376654293797;0.882141947128791;0.998754307748843;0.368309880319245;0.998808513010236;0.856469559555852;0.926623049946322;0.921467118058183;0.997679472121566;0.999988739592504;0.999999205335002;0.9999893968313;0.999817002105615;0.542035558953376;0.999996005294495;0.997187524453052;0.0816477867785574;0.944498223827236;0.975444840168071;0.334310338403766;0.751020766078828;0.989117020546782;0.992754474461803;0.99952457244784;0.999673843282316;0.935158383894335;0.999580404828913;0.693023247202092;0.681610384147697;0.759301394977632;0.989472619853182;0.765123472750872;0.999995122933445
"GDP258";0.999839618544782;0.999964701232514;0.992682088592069;0.810098301610384;0.999659078959784;0.999994154517016;0.999135643720024;0;0.999978408760992;0.998807642875212;0.998741848744103;0.999168979280798;0.999903833395383;0.719947717933249;0.38441600432772;0.512404096524674;0.999765301781732;0.850518354150316;0.00333673144932334;0.999999939567177;0.996854198374196;0.996183489518304;0.993986169724961;0.968854583723251;0.999661863532911;0.992306796346799;0.9672520541715;0.987458070027944;0.908775635313915;0.971667864084238;0.998999201154394;0.996149349908599;0.995972261371277;0.999546958969338;0.999471499953743;0.978069852038931;0.989005087482766;0.998376465328676;0.999666033051612;0.993337805490922;0.999171584402016;0.998835991130487;0.999748815648068;0.99375295553703;0.999001086311159;0.980924797242425;0.992374627140327;0.986188498105993;0.999868743301968;0.99978454186905;0.999930527135685;0.961514661566436;0.986695960577741;0.985881721385642;0.993759254603175;0.972620330951597;0.926339004402874;0.661367175404533;0.954964302488606;0.968463735188531;0.590709425246858;0.90813550195207;0.0657850300672854;0.957624949588276;0.908112346523376;0.739306692661749;0.545298441541385;0.917388462657124;0.803703533356392;0.801120798234346;0.992182256326132;0.934041084675529;0.620937787381361;0.845958413362317;0.268567659004489;0.994235494806031;0.973750454396;0.989014563919632;0.997074020535627;0.940143531322522;0.724723981614173;0.941183388167385;0.357968285365609;0.984708267994663;0.998204258509043;0.969994008072343;0.999999973697524;0.995969753822952;0.995459101236436;0.999991498332127;0.99997115501296;0.999999837426971;0.796164110105439;0.293379643815961;0.999911114274552;0.996434881787604;0.953452345127006;0.915031497887891;0.997652508256341;0.993984365728244;0.999963421781968;0.999246545877927;0.999565980976468;0.999582746066714;0.998847680822915;0.999251192723456;0.999852022283309;0.999987751392416;0.727851137854752;0.917768595855316;0.961611839963655;0.745392769906334;0.984797181961498;0.981427919986208;0.999960659668511;0.986402496338;0.870987919122926;0.995858346977579;0.999932519582454;0.999939894856603;0.999955351714419;0.999956345564089;0.996305255418543;0.477400383695991;0.967063147022874;0.897675286112367;0.778492724578033;0.943271876287791;0.735429389473891;0.940068873576259;0.710949021199776;0.999821103805811;0.999885494284319;0.999959971928656;0.999655263371294;0.99571517349931;0.999995117139798;0.588423441642434;0.92251418660153;0.4709471195154;0.988949465237484;0.894591863265559;0.998460583503253
"GDP259";0.99112106435943;0.992802893647133;0.997769883110872;0.538199753801754;0.999594378984672;0.0841797732104581;0.9998950084133;0.999330616592837;0;0.996605317048405;0.999548510773732;0.920432188763419;0.234170511702681;0.928704452862819;0.862025163035669;0.660150636521729;0.994958348522515;0.694052611765532;0.987375167748442;0.999996410992897;0.605564349232781;0.955713807117681;0.730484371662154;0.496903795577491;0.998246221864379;0.737449357929354;0.853737174273293;0.833967944176457;0.584976823434057;0.744424074362926;0.968696289300911;0.972407630059686;0.735812490600769;0.947601035826841;0.99609832890845;0.749869617735289;0.853450319895672;0.964538745420835;0.988173624580756;0.576631069355832;0.870241386804225;0.849532644297512;0.904278951246005;0.675578145364364;0.963901730827155;0.629165789288036;0.735909503664345;0.678663240490283;0.873421926301497;0.959397755351694;0.97402235268782;0.731052376999463;0.91087071461674;0.888911955105714;0.951590413129576;0.870211230533391;0.83418232892965;0.861366279617603;0.361082332418597;0.0318358783344401;0.672313719376992;0.682235196146869;0.327016614933458;0.973137595912445;0.794070689635792;0.387515620401138;0.497411336619944;0.676158712394898;0.924727193536141;0.812229965454589;0.99928627665913;0.934718717675321;0.306500378264135;0.163210543448976;0.193107380214551;0.974321106072394;0.944523517644483;0.904645229607875;0.937517993463449;0.985978368530815;0.192961150666068;0.848344587801729;0.384295987327375;0.951962997426087;0.965225856743162;0.907580142218332;0.969192828383068;0.977934265062315;0.98186759333328;0.99278240323735;0.98860380580037;0.996802531394127;0.774858988799671;0.294703272427558;0.996901324828336;0.999226227401819;0.950847758039359;0.993064185642986;0.988901867589034;0.999193331526397;0.999832708974472;0.999400792678336;0.999671067010999;0.999649874459368;0.999457679615811;0.99812146675999;0.999656765647522;0.999843912020444;0.834724008419272;0.950692016395009;0.876590468847186;0.845729714189128;0.994515590425429;0.993235202378616;0.998849777398803;0.972417692507171;0.751799150526691;0.99938231993168;0.999933928156491;0.9832719676932;0.934424609474883;0.904924384805369;0.859884066226911;0.364950337418994;0.934401876797518;0.0228584395485323;0.796153777214353;0.326065990581217;0.74793077092053;0.875100301383664;0.773202033331999;0.999882229558005;0.999904796676372;0.999887900514141;0.995819358033352;0.997427986576211;0.999541460953051;0.804575507945098;0.941071203063088;0.144193481781636;0.564241840776428;0.768587629863641;0.918903426960405
"GDP260";0.999585785757256;0.999975593843067;0.959842804519995;0.646321828522398;0.999580833509044;0.99999999834339;0.499464301068334;0.999845007408263;0.999977688950961;0;0.960504771708894;0.999890581784999;0.999999875297706;0.94754292397288;0.803257209332109;0.507078996604883;0.999466049505428;0.707876388929062;0.951929047442701;0.999996132664662;0.999903661823667;0.999708808882714;0.998318390953154;0.994105914748513;0.99841330840784;0.997541711931866;0.998440028232384;0.991700915410089;0.825028874518326;0.999162699904994;0.999720753143878;0.999874241720162;0.994151604730729;0.999945566474883;0.999772012475602;0.975956874673636;0.999949051125524;0.996598336418427;0.999993102106533;0.996232173518936;0.999837250397601;0.999787243373173;0.999665429317981;0.998186451981043;0.999220280049032;0.997438894669219;0.996651866586545;0.993970344635855;0.999998695995652;0.999999733505045;0.999894419616239;0.97185530980226;0.972007690456253;0.980750735784363;0.991733874388216;0.960294343892765;0.886827926426545;0.999576222327052;0.983775446976461;0.995215821215448;0.574148267113581;0.921548167959183;0.599183236640771;0.906022798519061;0.954379099962629;0.1134899904667;0.401105741266334;0.409432678936875;0.586640371636739;0.7645216799776;0.986636568054995;0.999740669681496;0.677907017491277;0.966737259070659;0.652743119263947;0.989193198875174;0.970852127859248;0.978795767232047;0.999311522816935;0.671853039523138;0.866129244577034;0.879844002493778;0.288390325121382;0.996602580356672;0.999827508348267;0.984124791743475;0.999999999670412;0.995650088436255;0.99692838606191;0.999999894599371;0.999997804323255;0.999999999226318;0.9226908495033;0.0841651245080288;0.997375981874312;0.954581440611421;0.925110279672565;0.968742602696841;0.994094959126768;0.952956372352618;0.999798773278192;0.994519124260752;0.99541567703255;0.995912207797031;0.997682272048227;0.998080992090135;0.9995195884361;0.999931242527715;0.864493985995587;0.975396304722662;0.987619101702804;0.672526902967847;0.997854615285606;0.733739800068141;0.999991505833076;0.973419115642328;0.872532124472756;0.95068564363771;0.993671976686989;0.999989583927378;0.999997049262529;0.999982240044325;0.999966034264023;0.649662010428932;0.998520595480058;0.961904016040772;0.939989925888102;0.974682754897588;0.921008001980932;0.888270092784997;0.539341094640243;0.998462265435459;0.998995503387514;0.999642927275633;0.999579482280574;0.977266840081499;0.999992869227533;0.535792609056228;0.816759344474425;0.322072393534218;0.997956202580053;0.781944878983035;0.972596170038224
