# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP251
# prediction_type;rolling
# method; GFSM_(n_components=9)
"GDP251";"LHEL";"GDP261";"PMI";"CPILFESL";"FYBAAC";"FYGM3";"GDP274_2";"Sfygm6";"FSPXE"
24.375;34;37.467;66.1333333333333;29.9333333333333;4.87;2.77333333333333;82.662;0.343333333333333;19.6766666666667
25.016;38.6666666666667;38.796;66.5;30.1;4.95333333333333;3;82.894;0.373333333333333;19.72
24.997;41;38.063;54.9666666666667;30.2333333333333;5.11666666666667;3.54;82.96;0.59;18.6366666666667
25.085;40;36.954;52.8333333333333;30.4333333333333;5.27333333333333;4.23;82.929;0.41;17.2733333333333
25.643;40.3333333333333;38.014;53.8666666666667;30.5666666666667;5.31;3.87333333333333;83.185;0.343333333333333;16.8033333333333
25.515;37.6666666666667;34.888;44.1;30.6333333333333;5.24666666666667;2.99333333333333;83.343;0.296666666666667;16.23
25.555;35;33.83;45.5666666666667;30.6;5.10333333333333;2.36;83.396;0.35;16.1466666666667
25.224;31.3333333333333;33.784;44.8666666666667;30.7666666666667;5.09666666666667;2.30666666666667;83.375;0.323333333333333;17.36
25.376;30;33.915;45.5333333333333;30.8333333333333;5.06333333333333;2.35;83.256;0.186666666666667;19.5733333333333
25.853;31.3333333333333;34.037;58.2;30.9333333333333;5.01666666666667;2.30333333333333;83.275;0.183333333333333;21.0666666666667
26.272;34;35.876;60.6333333333333;31.0666666666667;5.10666666666667;2.30333333333333;83.139;0.293333333333333;21.59
26.809;37.6666666666667;37.079;61.8;31.1666666666667;5.11333333333333;2.46;82.926;0.286666666666667;21.5166666666667
27.291;39.3333333333333;37.747;60.8666666666667;31.2333333333333;5.06333333333333;2.72333333333333;82.762;0.19;20.6333333333333
27.589;39.3333333333333;38.929;52.7;31.3666666666667;5.01333333333333;2.71666666666667;82.566;0.0866666666666667;17.29
27.843;38.3333333333333;38.896;50.1666666666667;31.4666666666667;5.04666666666667;2.84;82.362;0.16;15.66
27.911;37;38.845;54.0666666666667;31.5333333333333;4.95666666666667;2.81333333333333;82.281;0.0666666666666667;16.47
28.277;38;40.249;55;31.6;4.89333333333333;2.90666666666667;82.216;0.0566666666666667;17.7033333333333
28.63;37.3333333333333;43.144;58.5333333333333;31.7333333333333;4.85333333333333;2.94;82.134;0.0833333333333333;17.6266666666667
29.169;38;43.942;55.8333333333333;31.8666666666667;4.83666666666667;3.29333333333333;82.18;0.123333333333333;17.6533333333333
29.396;39;45.28;56.4;32.0333333333333;4.84;3.49666666666667;82.4;0.133333333333333;17.9266666666667
30.055;40;48.054;58.4;32.2;4.83;3.53;82.357;0.146666666666667;19.0166666666667
30.404;42.3333333333333;45.635;59.3333333333333;32.2333333333333;4.85;3.47666666666667;82.226;0.13;19.2366666666667
30.819;44.6666666666667;44.889;63.1666666666667;32.3;4.82333333333333;3.49666666666667;81.948;0.12;18.72
30.902;46.3333333333333;44.071;61.6333333333333;32.4666666666667;4.81;3.68333333333333;81.723;0.143333333333333;18.2366666666667
31.661;48.6666666666667;44.224;62.6666666666667;32.6;4.78666666666667;3.89;81.554;0.09;18.48
32.089;52.3333333333333;44.57;60.6666666666667;32.7;4.82;3.87333333333333;81.363;0.06;18.5933333333333
32.74;55;44.745;59.0666666666667;32.7333333333333;4.89;3.86666666666667;80.985;0.106666666666667;17.09
33.532;62;43.776;60.2666666666667;32.9;4.96666666666667;4.16666666666667;80.481;0.16;17.4333333333333
34.352;67;44.77;65.6666666666667;33.0666666666667;5.16666666666667;4.61;80.382;0.16;17.4466666666667
34.471;68;41.179;60.3;33.4;5.49;4.58666666666667;80.605;0.146666666666667;16.7633333333333
34.698;68;39.84;59.1666666666667;33.7;5.86666666666667;5.04333333333333;80.978;0.286666666666667;14.4833333333333
34.977;66.6666666666667;35.66;54.4333333333333;34.0333333333333;6.13666666666667;5.21;81.421;0.2;14.2133333333333
35.287;65.6666666666667;34.588;47.3333333333333;34.2333333333333;5.88;4.51333333333333;81.685;0.00333333333333333;15.8166666666667
35.289;64.3333333333333;38.52;44.7;34.5;5.98;3.66;81.741;0.2;17.4666666666667
35.569;64;40.451;52.2;34.8666666666667;6.33;4.3;82.147;0.536666666666667;18.19
35.838;65.6666666666667;42.808;54.6333333333333;35.2333333333333;6.72333333333333;4.75333333333333;82.603;0.516666666666667;17.67
36.576;66.6666666666667;43.069;55.1333333333333;35.6666666666667;6.83;5.05;83.561;0.196666666666667;16.77
37.197;69;44.157;55.6;36.0333333333333;7.02333333333333;5.52;84.269;0.133333333333333;17.7633333333333
37.45;72;44.95;52.8666666666667;36.5333333333333;6.86333333333333;5.19666666666667;84.824;0.1;17.6666666666667
37.608;76.6666666666667;45.51;56.6666666666667;37.0666666666667;7.02666666666667;5.58666666666667;85.459;0.103333333333333;18.01
38.201;79.3333333333333;47.149;56.3333333333333;37.5666666666667;7.37666666666667;6.09333333333333;86.003;0.153333333333333;17.2433333333333
38.31;79.3333333333333;46.642;55.8;38.1666666666667;7.58666666666667;6.19666666666667;86.696;0.146666666666667;17.23
38.548;77.6666666666667;46.262;54;38.7;7.91666666666667;7.02333333333333;87.23;0.226666666666667;16.4266666666667
38.365;77;42.879;53.2666666666667;39.2333333333333;8.37333333333333;7.35333333333333;87.71;0.25;15.8033333333333
38.301;69.6666666666667;42.964;47.6666666666667;39.8333333333333;8.75666666666667;7.21;88.018;-0.0166666666666667;14.95
38.373;62;40.101;47.7666666666667;40.5666666666667;8.97666666666667;6.67666666666667;88.407;0.15;14.43
38.714;57;42.237;46.9666666666667;41.1;9.41;6.32666666666667;88.556;0.18;14.99
38.299;53;46.689;42.5;41.7666666666667;9.27666666666667;5.35333333333333;89.054;0.153333333333333;15.8766666666667
39.361;51.6666666666667;49.182;51.3;42.1666666666667;8.53;3.84;89.455;0.0766666666666667;18.1
39.583;53.3333333333333;54.145;54.1666666666667;42.6;8.60666666666667;4.25;89.928;0.203333333333333;19.7633333333333
39.897;54.3333333333333;56.813;54.3666666666667;42.9666666666667;8.70333333333333;5.01;90.343;0.263333333333333;18.74
40.011;55.6666666666667;59.015;54.9666666666667;43.2;8.41333333333333;4.23;90.44;0.173333333333333;18.0033333333333
40.722;60.3333333333333;62.951;60;43.5666666666667;8.23333333333333;3.43666666666667;90.736;0.366666666666667;19.28
41.684;63.3333333333333;64.185;59.7666666666667;43.9;8.22333333333333;3.77;90.975;0.463333333333333;18.7733333333333
42.081;67.6666666666667;64.335;62.3;44.2333333333333;8.17;4.22;91.334;0.506666666666667;18.6666666666667
42.77;75;66.634;69.1333333333333;44.4666666666667;7.99333333333333;4.86333333333333;91.746;0.31;18.9
43.856;82;68.871;70.4333333333333;44.8;7.96666666666667;5.7;92.104;0.286666666666667;18.42
44.363;81.6666666666667;65.37;65.8333333333333;45.2666666666667;8.09333333333333;6.60333333333333;92.579;0.186666666666667;16.3233333333333
44.127;82.3333333333333;62.599;61.3333333333333;45.7333333333333;8.46666666666667;8.32333333333333;93.108;0.0833333333333333;15.0733333333333
44.548;81;59.607;65.9666666666667;46.5;8.43666666666667;7.5;93.597;0.113333333333333;13.6033333333333
44.162;77.3333333333333;55.238;60.8333333333333;47.2333333333333;8.54333333333333;7.61666666666667;94.904;-0.136666666666667;12.25
44.29;77.6666666666667;52.826;56.7666666666667;48.4666666666667;9.06333333333333;8.15333333333333;97.067;0.126666666666667;11.02
43.861;71.6666666666667;51.083;51.3;50.1333333333333;9.81;8.19;100.153;0.336666666666667;8.75
43.689;59;44.361;37.1666666666667;51.6;10.57;7.36;103.103;0.0966666666666667;7.77333333333333
43.166;50;41.621;32.2333333333333;52.7;10.6466666666667;5.75;105.069;0.116666666666667;8.84333333333333
43.482;50;42.516;41.2666666666667;53.5333333333333;10.63;5.39333333333333;106.598;0.34;10.1133333333333
44.218;53;45.479;51;54.2333333333333;10.5833333333333;6.33;107.531;0.456666666666667;10.5866666666667
44.798;55.3333333333333;47.471;54.9666666666667;55.1666666666667;10.58;5.62666666666667;108.881;0.34;11.4533333333333
45.806;59.3333333333333;52.323;59.5666666666667;56.2;10.2566666666667;4.91666666666667;109.969;0.343333333333333;13.0033333333333
46.148;61.3333333333333;53.827;59.2;56.9666666666667;9.89666666666667;5.15666666666667;110.644;0.366666666666667;12.7966666666667
46.369;61.6666666666667;52.947;54.6666666666667;57.9;9.62;5.15;111.176;0.26;12.0066666666667
46.701;64;59.693;53.9333333333333;58.7;9.21333333333333;4.67333333333333;111.756;0.143333333333333;11.0633333333333
47.265;68.6666666666667;61.496;56.0666666666667;59.6666666666667;9.10666666666667;4.63;112.834;0.24;10.5866666666667
48.193;73.6666666666667;68.532;57.8;60.6333333333333;8.99666666666667;4.84;113.422;0.23;9.95333333333333
49.056;78;68.316;55.5;61.5;8.83;5.49666666666667;114.411;0.26;9.62666666666667
49.051;85;67.416;57.1;62.3333333333333;8.94333333333333;6.11;115.133;0.303333333333333;8.92333333333333
49.209;89.3333333333333;67.751;56.1;63.4333333333333;9.19666666666667;6.39333333333333;116.174;0.296666666666667;8.33333333333333
51.148;96.6666666666667;71.007;59.4666666666667;64.7333333333333;9.47;6.47666666666667;118.175;0.516666666666667;8.77666666666667
51.652;97.6666666666667;71.994;61;66.1333333333333;9.5;7.31333333333333;119.725;0.286666666666667;9.20666666666667
52.332;102.666666666667;71.741;60.2666666666667;67.6;9.78666666666667;8.57;121.734;0.48;8.56333333333333
52.434;100.666666666667;70.063;58.1333333333333;69.1666666666667;10.1566666666667;9.38333333333333;123.4;0.0666666666666667;8.41333333333333
52.484;102.666666666667;68.756;54.4333333333333;70.8;10.3933333333333;9.37666666666667;124.69;-0.0133333333333333;8.01333333333333
52.862;102.666666666667;67.938;50.1333333333333;72.6333333333333;10.3933333333333;9.67333333333333;125.808;-0.03;7.84333333333333
53.017;101.666666666667;65.37;47.2666666666667;74.8333333333333;11.8166666666667;11.8433333333333;127.697;-0.07;7.42
53.186;94.6666666666667;60.372;46.6666666666667;77.6;13.48;13.3533333333333;130.431;-0.11;7.57333333333333
52.113;78.3333333333333;49.2;32.3666666666667;80.2;13.3566666666667;9.61666666666667;132.814;-0.00666666666666666;7.26333333333333
52.026;78.6666666666667;50.04;43.5333333333333;81.4;13.1666666666667;9.15333333333333;134.976;0.193333333333333;8.13
52.991;82;54.931;55.5666666666667;83.9333333333333;14.67;13.6133333333333;136.794;-0.356666666666667;8.97
54.065;80.6666666666667;53.946;49.2;85.9;15.2466666666667;14.39;139.064;-0.743333333333333;8.94666666666667
53.643;80.3333333333333;52.122;51.9333333333333;87.8;15.77;14.9066666666667;141.131;-0.63;9.01
54.292;78;48.102;45.8333333333333;90.7666666666667;16.4766666666667;15.0533333333333;143.024;0.00666666666666667;8.56666666666667
53.615;69.3333333333333;43.174;37.9666666666667;92.5333333333333;16.6833333333333;11.75;144.529;0.463333333333333;8.07333333333333
52.736;64.3333333333333;40.686;37.7666666666667;93.6666666666667;17.0333333333333;12.8133333333333;146.013;0.256666666666667;7.47666666666667
53.019;58.3333333333333;39.4;37.2;95.4;16.78;12.42;147.356;0.133333333333333;7.55333333333333
52.819;51.3333333333333;39.275;38.5;97;16.25;9.31666666666667;147.283;1.06;7.74
52.866;50;42.152;40.4666666666667;97.3333333333333;14.39;7.90666666666667;147.734;0.356666666666667;9.8
53.518;52.6666666666667;49.335;51.4333333333333;97.9333333333333;13.8333333333333;8.10666666666667;147.69;0.07;11.0766666666667
54.725;58.3333333333333;55.18;55.9333333333333;98.9;13.25;8.39666666666667;147.811;0.0733333333333333;12.9233333333333
55.805;65.3333333333333;60.647;63.0666666666667;100.133333333333;13.5266666666667;9.14;147.666;0.166666666666667;13.2733333333333
56.947;73.6666666666667;63.208;66.7666666666667;101.433333333333;13.6066666666667;8.8;147.803;0.176666666666667;12.94
58.061;80;64.966;60.2333333333333;102.833333333333;13.7433333333333;9.17;147.468;0.113333333333333;11.87
59.06;86;66.168;59.2333333333333;104.1;14.7;9.79666666666667;147.62;0.423333333333333;10.8
59.634;87.6666666666667;65.532;53.0333333333333;105.4;14.71;10.32;146.932;0.213333333333333;10.27
60.124;89.3333333333333;65.6;50.5666666666667;106.466666666667;13.6066666666667;8.80333333333333;147.045;0.183333333333333;10.11
60.68;90.3333333333333;65.396;49.3333333333333;107.633333333333;13.3933333333333;8.18333333333333;147.061;0.246666666666667;10.6766666666667
61.198;91.6666666666667;65.918;47.7;108.766666666667;13.02;7.46;147.086;0.196666666666667;11.0633333333333
62.155;92;66.756;48.5;109.733333333333;12.47;7.10666666666667;145.401;0.156666666666667;11.57
62.632;91.6666666666667;68.345;51.2;111;11.9766666666667;7.16666666666667;145.481;0.09;12.6633333333333
63.231;91;71.265;51.0666666666667;112.2;11.0166666666667;6.89666666666667;144.512;0.05;14.5733333333333
63.482;91;75.221;51.2;113.133333333333;10.2733333333333;6.14;144.706;0.04;16.3366666666667
64.09;92;76.379;51;114.2;10.18;5.52333333333333;144.534;0.0633333333333333;16.6366666666667
64.413;94;76.241;50.9666666666667;115.3;10.0933333333333;5.35333333333333;144.508;0.0533333333333333;16.5066666666667
64.837;95;76.041;54.1666666666667;116.233333333333;9.66;5.53666666666667;145.462;0.00666666666666667;18.8466666666667
65.55;98.6666666666667;76.374;56.7;117.633333333333;10.3566666666667;5.65666666666667;144.95;0.323333333333333;19.6333333333333
66.145;102.333333333333;76.143;58.9666666666667;118.733333333333;10.9066666666667;6.04333333333333;144.599;0.14;21.6333333333333
67.3;103.666666666667;76.517;60.1666666666667;120.1;11.38;5.86333333333333;144.156;0.55;16.8533333333333
67.629;102.666666666667;74.86;56.1;121.266666666667;10.7533333333333;5.72333333333333;144.307;0.306666666666667;15.5966666666667
68.489;103;75.456;56.8666666666667;122.733333333333;10.98;6.21;144.855;0.283333333333333;14.6133333333333
68.854;102.666666666667;75.502;56.2666666666667;124.1;11.0733333333333;7.01;144.655;0.26;13.5333333333333
69.763;103.333333333333;76.164;55.7;125.6;10.5133333333333;7.72666666666667;144.74;0.133333333333333;12.3333333333333
70.471;102;75.667;53.4333333333333;126.933333333333;10.6433333333333;8.54;144.371;0.0466666666666667;12.78
70.933;99;73.424;49.6;128.3;10.3666666666667;8.41;143.463;-0.08;12.8633333333333
71.439;95.3333333333333;72.624;45.6666666666667;129.533333333333;9.88666666666667;7.84333333333333;144.068;-0.146666666666667;13.5833333333333
71.62;95.6666666666667;71.099;47;131.1;9.81333333333333;7.65333333333333;143.992;-0.143333333333333;14.2566666666667
72.447;93;71.822;48.7333333333333;132.766666666667;10.09701;7.76;143.769;-0.06;14.45
72.632;87.3333333333333;69.06;49.5666666666667;134.5;10.3111133333333;7.74666666666667;143.301;-0.00333333333333333;15.7733333333333
72.637;82.6666666666667;65.137;45.7333333333333;136.5;10.4145566666667;7.47666666666667;143.067;-0.07;15.7066666666667
72.088;72.3333333333333;61.529;41.7666666666667;138.066666666667;10.5986966666667;6.99;142.567;-0.0266666666666667;14.7133333333333
71.721;64.6666666666667;57.87;39.7666666666667;140.066666666667;10.20326;6.02333333333333;142.671;0.02;16.4166666666667
72.186;62.6666666666667;59.235;45.8666666666667;141.333333333333;9.92263633333333;5.56;142.3;0.13;17.91
72.535;61;61.69;52.8;142.866666666667;9.68483333333333;5.37666666666667;141.554;0.07;19.2233333333333
72.875;59.6666666666667;63.044;49.8;144.2;9.40026966666667;4.54;140.721;0.0433333333333333;20.93
73.63;61.3333333333333;66.259;51.5333333333333;145.466666666667;9.201196;3.89333333333333;140.935;0.1;24.21
74.34;62.3333333333333;68.794;53.9666666666667;146.733333333333;9.12891;3.68;140.244;0.116666666666667;25.4333333333333
75.069;62;68.953;52.3333333333333;147.866666666667;8.702114;3.08333333333333;139.293;0.0666666666666667;25.21
75.896;64.3333333333333;71.295;52.7;149.2;8.87016666666667;3.07;138.868;0.176666666666667;24.8766666666667
75.988;66.3333333333333;71.62;54.8333333333333;150.5;8.40194533333333;2.96;137.555;0.126666666666667;24.0133333333333
76.373;67;72.462;50.3333333333333;151.766666666667;8.14134033333333;2.96666666666667;137.274;0.113333333333333;22.9966666666667
76.765;70;74.964;50.5666666666667;152.666666666667;7.62341266666667;3.00333333333333;136.763;0.116666666666667;23.0933333333333
77.798;74.3333333333333;78.739;54.2666666666667;153.866666666667;7.552619;3.06;136.697;0.143333333333333;23.4666666666667
78.589;81.6666666666667;80.294;56.4666666666667;154.866666666667;7.847446;3.24333333333333;136.613;0.21;22.45
79.614;81.3333333333333;82.995;58.1333333333333;155.933333333333;8.59805633333333;3.98666666666667;136.686;0.426666666666667;20.3166666666667
